action,Length
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,30
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,26
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,24
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,31
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,24
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,25
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,20
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,27
2,27
